movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,NA,imdbId
1290,Some Kind of Wonderful (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,94006
1291,Indiana Jones and the Last Crusade (1989),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97576
1292,Being There (1979),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78841
1293,Gandhi (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83987
1295,"Unbearable Lightness of Being, The (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96332
1296,"Room with a View, A (1986)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,91867
1297,Real Genius (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89886
1298,Pink Floyd: The Wall (1982),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84503
1299,"Killing Fields, The (1984)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,87553
1300,My Life as a Dog (Mitt liv som hund) (1985),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89606
1301,Forbidden Planet (1956),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,49223
1302,Field of Dreams (1989),0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,97351
1303,"Man Who Would Be King, The (1975)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73341
1304,Butch Cassidy and the Sundance Kid (1969),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64115
1306,Until the End of the World (Bis ans Ende der Welt) (1991),0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,101458
1307,When Harry Met Sally... (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98635
1320,Alien³ (a.k.a. Alien 3) (1992),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,103644
1321,"American Werewolf in London, An (1981)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,82010
1327,"Amityville Horror, The (1979)",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,78767
1333,"Birds, The (1963)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,56869
1334,"Blob, The (1958)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,51418
1339,Dracula (Bram Stoker's Dracula) (1992),0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,103874
1342,Candyman (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,103919
1343,Cape Fear (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101540
1344,Cape Fear (1962),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,55824
1345,Carrie (1976),0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,74285
1346,Cat People (1982),0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,83722
1347,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,87800
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13442
1350,"Omen, The (1976)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,75005
1354,Breaking the Waves (1996),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,115751
1356,Star Trek: First Contact (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,117731
1357,Shine (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,117631
1358,Sling Blade (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117666
1359,Jingle All the Way (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116705
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117293
1363,"Preacher's Wife, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117372
1365,Ridicule (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117477
1366,"Crucible, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115988
1367,101 Dalmatians (1996),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115433
1370,Die Hard 2 (1990),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99423
1371,Star Trek: The Motion Picture (1979),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79945
1372,Star Trek VI: The Undiscovered Country (1991),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,102975
1373,Star Trek V: The Final Frontier (1989),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98382
1374,Star Trek II: The Wrath of Khan (1982),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,84726
1375,Star Trek III: The Search for Spock (1984),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88170
1376,Star Trek IV: The Voyage Home (1986),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92007
1377,Batman Returns (1992),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103776
1378,Young Guns (1988),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96487
1379,Young Guns II (1990),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100994
1380,Grease (1978),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,77631
1381,Grease 2 (1982),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84021
1385,Under Siege (1992),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,105690
1387,Jaws (1975),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73195
1388,Jaws 2 (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,77766
1389,Jaws 3-D (1983),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85750
1390,My Fellow Americans (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117119
1391,Mars Attacks! (1996),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116996
1393,Jerry Maguire (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,116695
1394,Raising Arizona (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93822
1395,Tin Men (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94155
1396,Sneakers (1992),1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,105435
1399,Marvin's Room (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116999
1405,Beavis and Butt-Head Do America (1996),0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115641
1407,Scream (1996),0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,117571
1408,"Last of the Mohicans, The (1992)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,104691
1409,Michael (1996),0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,117038
1411,Hamlet (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,116477
1414,Mother (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117091
1416,Evita (1996),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,116250
1425,Fierce Creatures (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119115
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116704
1431,Beverly Hills Ninja (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118708
1432,Metro (1997),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,119664
1438,Dante's Peak (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118928
1441,Benny & Joon (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106387
1442,Prefontaine (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119937
1445,McHale's Navy (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119640
1446,Kolya (Kolja) (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116790
1449,Waiting for Guffman (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118111
1454,SubUrbia (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120238
1457,Fools Rush In (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119141
1459,Absolute Power (1997),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,118548
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120434
1464,Lost Highway (1997),0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,116922
1466,Donnie Brasco (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,119008
1468,Booty Call (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118750
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119432
1476,Private Parts (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119951
1479,"Saint, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,120053
1480,Smilla's Sense of Snow (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,120152
1483,Crash (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,115964
1485,Liar Liar (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119528
1487,Selena (1997),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,120094
1488,"Devil's Own, The (1997)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,118972
1498,Inventing the Abbotts (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119381
1499,Anaconda (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118615
1500,Grosse Pointe Blank (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,119229
1513,Romy and Michele's High School Reunion (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120032
1515,Volcano (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,120461
1517,Austin Powers: International Man of Mystery (1997),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118655
1518,Breakdown (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118771
1527,"Fifth Element, The (1997)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119116
1537,Shall We Dance? (Shall We Dansu?) (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,117615
1541,Addicted to Love (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118556
1542,Brassed Off (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,115744
1544,"Lost World: Jurassic Park, The (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,119567
1552,Con Air (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118880
1554,"Pillow Book, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,114134
1556,Speed 2: Cruise Control (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,120179
1562,Batman & Robin (1997),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,118688
1566,Hercules (1997),0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119282
1569,My Best Friend's Wedding (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119738
1573,Face/Off (1997),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,119094
1580,Men in Black (a.k.a. MIB) (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119654
1582,Wild America (1997),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120512
1584,Contact (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,118884
1586,G.I. Jane (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119173
1587,Conan the Barbarian (1982),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82198
1588,George of the Jungle (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119190
1589,Cop Land (1997),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,118887
1590,Event Horizon (1997),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,119081
1591,Spawn (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,120177
1593,Picture Perfect (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119896
1594,In the Company of Men (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119361
1597,Conspiracy Theory (1997),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,118883
1603,Mimic (1997),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,119675
1608,Air Force One (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118571
1610,"Hunt for Red October, The (1990)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99810
1611,My Own Private Idaho (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,102494
1614,In & Out (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119360
1615,"Edge, The (1997)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119051
1616,"Peacemaker, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,119874
1617,L.A. Confidential (1997),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,119488
1619,Seven Years in Tibet (1997),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,120102
1620,Kiss the Girls (1997),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,119468
1625,"Game, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,119174
1627,U Turn (1997),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,120399
1633,Ulee's Gold (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120402
1635,"Ice Storm, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119349
1639,Chasing Amy (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,118842
1641,"Full Monty, The (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119164
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119280
1644,I Know What You Did Last Summer (1997),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,119345
1645,The Devil's Advocate (1997),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,118971
1646,RocketMan (a.k.a. Rocket Man) (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,120029
1653,Gattaca (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,119177
1658,"Life Less Ordinary, A (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,119535
1663,Stripes (1981),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83131
1665,Bean (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118689
1667,Mad City (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119592
1672,"Rainmaker, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119978
1673,Boogie Nights (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118749
1674,Witness (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,90329
1676,Starship Troopers (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120201
1678,"Joy Luck Club, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,107282
1680,Sliding Doors (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,120148
1681,Mortal Kombat: Annihilation (1997),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119707
1682,"Truman Show, The (1998)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120382
1683,"Wings of the Dove, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,120520
1687,"Jackal, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119395
1688,Anastasia (1997),0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,118617
1689,"Man Who Knew Too Little, The (1997)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120483
1690,Alien: Resurrection (1997),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,118583
1693,Amistad (1997),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,118607
1694,"Apostle, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118632
1701,Deconstructing Harry (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118954
1702,Flubber (1997),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119137
1703,For Richer or Poorer (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119142
1704,Good Will Hunting (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119217
1707,Home Alone 3 (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119303
1711,Midnight in the Garden of Good and Evil (1997),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,119668
1713,Mouse Hunt (1997),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119715
1717,Scream 2 (1997),0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,120082
1719,"Sweet Hereafter, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120255
1721,Titanic (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,120338
1722,Tomorrow Never Dies (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120347
1726,"Postman, The (1997)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,119925
1729,Jackie Brown (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,119396
1732,"Big Lebowski, The (1998)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118715
1734,My Life in Pink (Ma vie en rose) (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119590
1735,Great Expectations (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119223
1747,Wag the Dog (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120885
1748,Dark City (1998),0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,118929
1753,Half Baked (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120693
1754,Fallen (1998),0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,119099
1755,Shooting Fish (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120122
1760,Spice World (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120185
1762,Deep Rising (1998),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,118956
1769,"Replacement Killers, The (1998)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120008
1772,Blues Brothers 2000 (1998),1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118747
1777,"Wedding Singer, The (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120888
1779,Sphere (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,120184
1783,Palmetto (1998),0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,120782
1784,As Good as It Gets (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119822
1785,King of New York (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,99939
1792,U.S. Marshals (1998),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120873
1797,Everest (1998),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120661
1799,Suicide Kings (1997),0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,120241
1801,"Man in the Iron Mask, The (1998)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120744
1805,Wild Things (1998),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,120890
1806,Paulie (1998),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125454
1809,Fireworks (Hana-bi) (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,119250
1810,Primary Colors (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119942
1821,"Object of My Affection, The (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120772
1831,Lost in Space (1998),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120738
1833,Mercury Rising (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,120749
1834,"Spanish Prisoner, The (1997)",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,120176
1835,City of Angels (1998),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,120632
1840,He Got Game (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124718
1845,Zero Effect (1998),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,120906
1848,"Borrowers, The (1997)",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118755
1855,Krippendorf's Tribe (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120725
1858,Mr. Nice Guy (Yat goh ho yan) (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117786
1862,Species II (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,120841
1863,Major League: Back to the Minors (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120742
1866,"Big Hit, The (1998)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120609
1873,"Misérables, Les (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,119683
1875,Clockwatchers (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118866
1876,Deep Impact (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,120647
1882,Godzilla (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,120685
1883,Bulworth (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,118798
1884,Fear and Loathing in Las Vegas (1998),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120669
1885,"Opposite of Sex, The (1998)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,120777
1889,Insomnia (1997),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,119375
1892,"Perfect Murder, A (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120787
1894,Six Days Seven Nights (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120828
1895,Can't Hardly Wait (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,127723
1907,Mulan (1998),0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,120762
1909,"X-Files: Fight the Future, The (1998)",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,120902
1911,Dr. Dolittle (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118998
1912,Out of Sight (1998),0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,120780
1914,Smoke Signals (1998),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120321
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,118789
1917,Armageddon (1998),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,120591
1918,Lethal Weapon 4 (1998),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,122151
1919,Madeline (1998),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123987
1920,Small Soldiers (1998),0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,122718
1921,Pi (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,138704
1923,There's Something About Mary (1998),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129387
1924,Plan 9 from Outer Space (1959),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,52077
1927,All Quiet on the Western Front (1930),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20629
1931,Mutiny on the Bounty (1935),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26752
1939,"Best Years of Our Lives, The (1946)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36868
